CUST_ID,TENURE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,SCORE_RANGE
C14941,12,4,0,0,0,3,5,3,2,10,0,0,0,2,0,0,1,6
C14942,12,1,1,1,0,0,5,1,1,10,10,10,0,0,8,3,0,6
C14943,10,1,1,0,1,0,2,2,1,7,2,0,1,0,0,1,0,4
C14944,12,3,1,1,1,0,3,1,1,10,7,4,3,0,0,2,0,6
C14945,12,1,0,0,0,2,3,1,1,5,0,0,0,2,0,0,1,6
C14946,11,4,0,0,0,4,4,3,3,10,0,0,0,3,0,0,2,6
C14947,12,3,2,0,2,0,3,3,2,10,10,0,10,0,0,3,0,6
C14948,12,3,0,0,0,1,3,2,2,10,0,0,0,4,0,0,2,4
C14949,12,3,3,1,3,0,5,3,2,10,9,1,9,0,0,3,0,4
C14950,12,3,1,1,0,0,3,2,2,10,4,4,0,0,0,2,0,5
C14951,12,1,2,1,1,0,4,2,1,10,9,1,8,0,0,4,0,7
C14952,12,1,0,0,0,1,3,3,1,10,0,0,0,3,2,0,1,6
C14953,12,2,1,0,1,0,4,2,1,10,4,0,4,0,0,1,0,7
C14954,12,2,3,2,3,0,4,3,1,10,8,4,7,0,0,6,0,9
C14955,12,1,2,1,1,0,3,1,1,10,5,2,2,0,0,2,0,5
C14956,12,3,1,0,1,1,3,3,3,10,10,0,10,5,0,6,2,6
C14957,6,3,3,2,1,3,4,1,1,9,9,9,7,7,0,4,1,6
C14958,12,3,2,0,2,0,2,2,3,10,10,0,10,0,0,3,0,9
C14959,12,2,2,2,0,0,5,1,1,10,5,5,0,0,0,2,0,4
C14960,12,5,4,2,4,0,6,3,3,10,10,4,10,0,0,7,0,6
C14961,12,4,2,2,0,2,6,3,3,10,1,1,0,3,0,1,2,3
C14962,12,1,4,3,3,0,5,3,1,10,10,10,10,0,10,6,0,5
C14963,12,2,2,1,2,1,2,1,2,10,10,3,10,1,0,5,1,6
C14964,12,3,6,5,4,0,6,6,1,10,10,10,10,0,10,8,0,6
C14965,9,1,1,1,0,0,5,2,1,4,2,2,0,0,0,1,0,5
C14966,12,1,2,0,2,0,3,1,1,10,9,0,9,0,1,4,0,5
C14967,12,3,1,1,0,3,3,2,1,10,1,1,0,2,0,1,1,4
C14968,6,1,1,0,1,0,3,1,1,10,10,0,9,0,3,2,0,5
C14969,12,3,0,0,0,2,3,1,1,10,0,0,0,4,0,0,3,4
C14970,12,4,0,0,0,4,4,5,3,10,0,0,0,4,1,0,2,6
C14971,7,1,0,0,0,1,3,1,1,6,0,0,0,3,0,0,1,6
C14972,12,2,0,0,0,3,4,2,1,7,0,0,0,2,0,0,1,6
C14973,12,1,1,0,1,0,3,1,1,7,6,0,6,0,2,2,0,7
C14974,12,2,3,3,0,0,4,2,1,10,3,3,0,0,0,3,0,6
C14975,12,2,2,2,1,0,5,3,1,10,10,9,5,0,0,5,0,5
C14976,12,1,3,0,3,0,3,3,1,6,7,0,6,0,4,4,0,5
C14977,12,1,1,1,1,0,4,3,1,6,3,3,3,0,4,2,0,4
C14978,12,1,2,1,1,0,3,2,1,10,10,1,10,0,5,3,0,6
C14979,12,2,3,3,3,0,5,3,1,10,10,5,10,0,0,5,0,5
C14980,11,3,0,0,0,4,3,3,2,10,0,0,0,8,0,0,6,5
C14981,12,1,1,1,0,0,3,1,1,4,3,3,0,0,0,1,0,8
C14982,12,1,2,1,1,0,4,1,1,10,6,1,5,0,0,3,0,5
C14983,12,2,3,1,3,1,3,3,1,10,10,1,10,1,1,6,1,6
C14984,12,3,1,0,1,0,3,1,1,10,1,0,1,0,0,1,0,8
C14985,12,4,0,0,0,3,5,2,3,10,0,0,0,1,0,0,1,6
C14986,12,2,1,1,1,3,3,3,1,10,3,3,2,5,0,2,2,5
C14987,12,1,1,0,1,0,3,1,1,10,10,0,10,0,5,3,0,5
C14988,12,1,1,1,1,0,3,1,1,9,3,1,1,0,2,1,0,5
C14989,12,1,1,0,1,0,3,1,1,7,5,0,5,0,3,2,0,6
C14990,12,5,3,2,2,3,5,4,3,10,7,2,5,2,0,2,1,7
C14991,12,1,3,0,3,0,4,3,1,8,5,0,5,0,7,2,0,5
C14992,12,3,1,1,0,0,3,2,2,10,10,10,0,0,0,3,0,7
C14993,12,1,1,0,1,0,6,2,1,6,5,0,5,0,10,2,0,4
C14994,12,1,3,3,1,0,4,3,1,10,6,6,1,0,4,5,0,5
C14995,11,2,2,0,2,0,4,2,1,10,7,0,6,0,0,2,0,3
C14996,12,1,3,2,2,3,3,4,1,10,10,7,10,5,10,7,3,5
C14997,12,4,0,0,0,2,5,3,2,10,0,0,0,2,0,0,1,5
C14998,12,1,1,1,0,0,5,1,1,10,1,1,0,0,0,1,0,6
C15000,12,2,3,3,1,0,3,3,1,10,10,6,4,0,1,5,0,7
C15001,12,1,1,0,1,0,3,1,1,10,5,0,5,0,0,2,0,5
C15002,12,1,3,3,0,0,5,1,1,10,10,10,0,0,3,3,0,6
C15003,12,2,2,1,1,0,5,3,1,10,10,8,8,0,4,5,0,7
C15004,12,1,3,1,3,0,3,3,1,5,9,3,7,0,2,5,0,5
C15005,12,4,0,0,0,3,5,6,3,7,0,0,0,4,2,0,2,6
C15006,12,2,2,0,2,0,3,3,2,8,5,0,5,0,1,3,0,5
C15007,12,0,1,0,1,0,3,0,0,0,2,0,2,0,0,1,0,8
C15008,12,4,0,0,0,1,4,3,3,10,0,0,0,2,0,0,1,6
C15009,12,1,1,0,1,0,4,1,1,10,3,0,2,0,0,1,0,5
C15010,12,1,1,1,0,0,3,1,1,6,10,10,0,0,0,3,0,4
C15011,12,1,3,3,0,1,2,3,1,10,8,8,0,3,4,6,1,5
C15012,10,5,0,0,0,5,5,3,3,9,0,0,0,3,0,0,3,6
C15013,12,1,1,0,1,0,3,1,1,4,2,0,1,0,0,1,0,8
C15014,12,4,4,3,4,0,5,4,2,10,10,10,10,0,0,6,0,4
C15015,12,3,0,0,0,2,3,2,3,10,0,0,0,3,0,0,1,5
C15016,12,3,3,3,1,2,4,2,1,10,10,7,5,1,0,5,1,6
C15017,12,1,3,3,0,0,6,3,1,9,5,5,0,0,8,2,0,6
C15018,12,1,1,0,1,0,3,1,1,7,5,0,5,0,3,1,0,5
C15019,9,1,3,3,0,0,3,5,1,3,2,2,0,0,0,1,0,7
C15020,12,1,1,0,1,0,4,2,1,10,9,0,9,0,4,3,0,5
C15021,12,1,1,1,0,0,4,1,1,3,1,1,0,0,0,1,0,5
C15022,12,1,1,0,1,0,2,1,1,6,6,0,5,0,5,2,0,5
C15023,12,1,1,0,1,0,3,1,1,10,10,0,10,0,5,3,0,8
C15025,12,2,1,1,1,0,2,2,2,10,7,1,7,0,0,3,0,6
C15026,12,2,1,0,1,0,2,1,1,10,5,0,5,0,0,1,0,6
C15027,12,3,3,3,2,0,5,2,2,10,10,6,8,0,0,7,0,6
C15028,12,1,1,1,1,0,3,3,1,4,4,1,3,0,10,1,0,5
C15029,12,3,1,0,1,1,3,2,2,10,10,0,10,2,0,5,1,7
C15030,12,1,1,0,1,0,3,1,1,5,5,0,4,0,10,1,0,4
C15031,12,3,1,1,0,4,3,3,2,10,2,2,0,5,1,1,2,5
C15032,12,1,2,1,1,1,1,3,1,9,10,2,10,1,1,4,1,3
C15033,12,1,3,0,3,0,5,3,1,5,10,0,10,0,4,5,0,6
C15034,11,4,0,0,0,2,6,3,3,10,0,0,0,5,0,0,2,4
C15035,6,1,1,1,0,0,5,1,1,7,7,7,0,0,0,1,0,3
C15036,12,1,3,2,3,0,4,3,1,10,10,10,2,0,10,6,0,7
C15037,12,1,3,2,2,0,3,3,1,10,10,10,6,0,0,6,0,5
C15038,12,3,0,0,0,3,3,3,1,10,0,0,0,3,0,0,1,5
C15039,12,1,2,2,1,0,3,2,1,10,10,10,1,0,3,3,0,5
C15040,12,2,3,3,3,0,5,3,1,10,10,10,10,0,0,7,0,5
C15041,10,3,4,3,3,4,6,5,1,9,7,6,6,4,0,5,1,8
C15042,12,1,3,3,1,0,5,3,1,10,9,5,5,0,7,5,0,3
C15043,12,5,1,1,1,5,6,3,4,10,5,1,5,1,0,2,3,5
C15044,12,3,0,0,0,3,5,2,2,10,0,0,0,1,0,0,1,5
C15045,12,3,0,0,0,1,4,2,1,10,0,0,0,2,0,0,1,10
C15046,7,2,1,1,0,3,3,2,1,9,6,6,0,3,0,3,1,5
C15047,12,4,5,5,2,0,6,4,2,10,10,10,10,0,0,7,0,5
C15048,12,2,1,1,0,3,3,1,1,10,1,1,0,2,0,1,1,6
C15049,12,2,3,0,3,0,2,3,1,10,10,0,10,0,1,7,0,4
C15050,12,4,0,0,0,2,4,2,2,10,0,0,0,1,0,0,1,8
C15051,12,2,1,1,0,0,3,3,1,8,3,3,0,0,2,2,0,5
C15052,7,3,0,0,0,3,3,1,1,9,0,0,0,3,0,0,1,7
C15054,12,3,3,1,3,0,5,3,1,10,10,2,10,0,0,6,0,5
C15055,11,1,0,0,0,2,3,1,1,3,0,0,0,1,0,0,1,4
C15056,12,4,3,3,1,3,6,3,3,10,10,10,5,2,0,6,1,8
C15057,12,4,2,1,1,0,6,4,2,10,9,6,8,0,0,5,0,5
C15058,12,3,4,1,4,3,5,1,2,10,9,2,8,5,0,5,3,4
C15059,9,3,1,1,0,1,3,1,1,10,3,3,0,3,0,1,1,7
C15060,12,3,0,0,0,2,5,2,2,10,0,0,0,2,0,0,1,7
C15061,12,1,1,0,1,0,2,1,1,10,10,0,10,0,0,3,0,4
C15062,11,1,3,2,2,0,4,3,1,10,10,5,7,0,9,4,0,7
C15063,11,1,0,0,0,2,3,2,1,10,0,0,0,1,1,0,1,4
C15064,12,3,3,3,1,2,5,2,1,10,7,5,5,4,0,4,1,6
C15065,12,1,1,1,0,1,3,1,1,10,1,1,0,1,3,1,1,7
C15067,12,1,1,0,1,0,3,2,1,7,5,0,5,0,2,2,0,7
C15068,12,1,1,1,0,0,5,1,1,5,2,2,0,0,0,1,0,6
C15069,12,1,1,1,0,0,5,1,1,3,1,1,0,0,0,1,0,6
C15070,11,1,1,1,0,0,1,1,1,4,2,2,0,0,0,1,0,5
C15071,12,1,1,1,0,0,5,1,1,4,1,1,0,0,0,1,0,8
C15073,12,3,0,0,0,4,5,5,2,10,0,0,0,4,1,0,2,5
C15074,12,4,2,2,1,1,4,2,3,10,5,5,1,1,0,2,1,6
C15075,12,3,0,0,0,3,3,2,1,10,0,0,0,2,0,0,1,6
C15076,12,0,1,0,1,0,3,1,1,0,10,0,10,0,0,3,0,7
C15077,12,1,1,1,0,0,1,1,1,9,2,2,0,0,0,1,0,6
C15078,6,3,1,0,1,0,3,1,1,10,10,0,10,0,0,4,0,3
C15079,7,1,1,1,1,1,2,1,1,10,10,2,9,5,0,2,1,4
C15080,9,0,0,0,0,1,1,3,0,0,0,0,0,2,0,0,1,6
C15081,12,3,0,0,0,3,3,1,5,10,0,0,0,2,0,0,1,6
C15082,12,3,0,0,0,4,4,1,2,10,0,0,0,3,0,0,1,4
C15083,12,1,1,1,0,0,3,3,1,8,1,1,0,0,1,1,0,5
C15084,12,4,2,1,1,4,5,2,3,10,5,2,4,5,0,2,3,6
C15085,12,1,3,2,2,0,4,3,1,5,4,3,3,0,0,2,0,3
C15086,12,3,3,3,0,0,5,2,2,10,1,1,0,0,0,1,0,3
C15087,12,4,0,0,0,3,4,3,2,10,0,0,0,5,0,0,2,4
C15088,12,3,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,6
C15089,12,1,4,4,2,0,4,4,1,10,10,10,10,0,10,7,0,5
C15090,12,1,1,0,1,0,3,1,1,10,10,0,10,0,0,3,0,7
C15091,9,2,0,0,0,3,3,3,1,9,0,0,0,7,2,0,3,4
C15092,12,2,0,0,0,3,3,1,1,10,0,0,0,7,0,0,3,8
C15093,12,1,1,0,1,2,4,2,1,2,2,0,1,1,0,1,1,6
C15094,12,3,0,0,0,1,3,2,1,10,0,0,0,4,0,0,1,5
C15095,12,2,1,1,0,0,2,1,1,10,2,2,0,0,0,1,0,8
C15096,12,1,0,0,0,2,1,2,1,7,0,0,0,2,0,0,1,5
C15097,12,1,1,0,1,0,3,1,1,10,9,0,9,0,4,2,0,8
C15098,12,2,4,3,3,1,4,4,1,10,10,10,10,1,2,7,1,5
C15099,12,3,3,3,1,3,3,4,3,10,7,6,2,3,0,6,4,6
C15100,12,2,2,2,0,2,4,1,1,10,7,7,0,4,0,4,2,5
C15101,12,3,1,1,0,4,3,4,2,9,1,1,0,6,2,1,6,6
C15102,12,1,1,0,1,0,3,1,1,1,1,0,1,0,0,1,0,5
C15103,12,1,1,0,1,0,4,1,1,10,9,0,9,0,9,4,0,5
C15104,12,1,3,3,3,0,5,3,1,10,10,10,10,0,10,7,0,5
C15105,12,3,1,1,0,3,4,2,2,10,2,2,0,6,0,1,4,7
C15106,11,1,1,0,1,0,3,1,1,6,6,0,5,0,8,2,0,6
C15107,12,1,0,0,0,3,3,1,1,3,0,0,0,1,0,0,1,4
C15108,12,1,2,1,2,0,5,3,1,6,4,1,4,0,4,1,0,7
C15109,12,1,1,1,1,0,2,1,1,9,7,1,7,0,2,3,0,6
C15110,12,1,1,1,0,0,5,1,1,2,1,1,0,0,0,1,0,4
C15111,12,4,1,0,1,3,4,2,2,10,3,0,2,5,0,1,4,6
C15112,12,2,0,0,0,1,2,1,1,10,0,0,0,1,0,0,1,5
C15113,12,1,1,0,1,0,4,1,0,2,3,0,3,0,0,1,0,7
C15114,12,3,2,1,1,1,4,2,2,10,6,3,5,4,0,5,2,5
C15115,12,2,3,3,0,1,5,3,1,10,4,4,0,2,0,2,1,5
C15116,12,4,0,0,0,4,6,4,2,10,0,0,0,8,0,0,3,6
C15117,12,3,1,1,0,0,3,1,1,10,3,3,0,0,0,1,0,7
C15118,12,3,3,3,3,0,4,3,2,10,8,6,7,0,0,6,0,6
C15121,12,1,1,0,1,0,3,1,1,10,10,0,10,0,2,3,0,6
C15122,12,4,5,1,5,0,3,4,5,10,10,2,10,0,0,8,0,6
C15123,12,4,2,0,2,5,4,3,2,10,10,0,10,4,0,4,1,5
C15124,12,3,1,1,1,0,3,3,2,10,10,1,10,0,0,3,0,7
C15125,12,1,3,3,2,0,5,3,1,10,10,10,7,0,10,5,0,6
C15126,8,1,0,0,0,2,3,3,1,3,0,0,0,2,4,0,1,6
C15127,12,1,3,3,0,0,6,3,1,9,3,3,0,0,2,2,0,6
C15128,11,1,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,6
C15129,12,1,1,1,0,0,3,2,1,3,1,1,0,0,0,1,0,5
C15130,12,3,0,0,0,3,3,1,1,10,0,0,0,3,0,0,2,6
C15131,12,2,2,0,2,0,2,3,2,10,10,0,10,0,1,3,0,6
C15132,12,4,1,1,0,3,5,3,3,10,1,1,0,4,0,1,2,4
C15133,12,3,2,2,0,2,3,3,3,10,10,10,0,3,0,3,1,7
C15134,12,1,2,0,2,0,2,1,1,10,10,0,10,0,2,3,0,7
C15135,12,4,0,0,0,1,4,2,3,10,0,0,0,2,0,0,1,8
C15136,12,4,0,0,0,6,6,5,3,10,0,0,0,6,1,0,4,5
C15137,12,2,3,3,0,2,3,2,1,10,6,6,0,3,1,4,2,4
C15138,12,2,3,2,1,0,3,2,1,10,5,3,5,0,0,3,0,6
C15139,11,5,3,3,1,0,6,3,3,10,3,1,3,0,0,5,0,5
C15140,12,3,3,3,0,0,3,3,1,10,6,6,0,0,0,2,0,3
C15141,12,4,2,0,2,0,3,0,0,10,10,0,10,0,0,6,0,6
C15142,12,3,4,4,3,0,5,4,1,10,10,8,10,0,0,7,0,7
C15143,12,1,1,1,0,0,4,2,1,2,2,2,0,0,0,1,0,5
C15144,12,3,1,1,0,0,6,2,1,10,4,4,0,0,0,2,0,6
C15145,12,4,1,1,0,4,5,5,3,10,2,2,0,6,1,1,3,7
C15146,12,5,3,3,0,0,5,3,6,10,4,4,0,0,0,2,0,6
C15147,12,1,3,3,0,0,5,3,1,10,5,5,0,0,0,2,0,6
C15148,12,0,1,0,1,0,4,0,0,0,3,0,3,0,0,1,0,5
C15149,12,1,1,1,1,0,4,1,1,10,10,1,10,0,6,4,0,5
C15150,12,1,1,1,1,0,5,1,1,8,6,1,5,0,7,2,0,3
C15151,12,4,3,3,2,3,6,4,2,10,10,10,10,2,0,6,1,7
C15152,12,4,0,0,0,3,4,3,2,10,0,0,0,2,0,0,1,7
C15153,12,1,1,1,0,0,3,2,1,10,3,3,0,0,1,1,0,4
C15154,12,1,3,3,1,0,5,3,1,10,6,6,1,0,0,4,0,8
C15155,12,4,3,2,2,0,6,2,2,10,7,3,7,0,0,5,0,4
C15156,12,1,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,6
C15157,12,3,3,3,1,0,6,4,2,10,10,10,1,0,0,5,0,5
C15158,12,3,0,0,0,1,5,5,2,7,0,0,0,2,2,0,1,7
C15159,12,5,5,5,1,0,6,5,3,10,10,10,3,0,0,7,0,8
C15160,12,4,0,0,0,1,5,3,3,10,0,0,0,2,0,0,1,7
C15161,12,1,2,1,1,0,5,2,1,10,10,2,9,0,5,3,0,5
C15162,6,1,1,0,1,0,3,1,1,9,9,0,5,0,10,2,0,5
C15163,12,4,3,3,2,1,6,3,3,10,5,5,4,1,0,5,1,9
C15164,12,3,4,4,1,5,5,5,1,10,9,6,5,4,5,5,2,5
C15165,12,1,2,2,0,0,3,1,1,3,1,1,0,0,0,1,0,7
C15166,12,2,0,0,0,2,3,1,1,10,0,0,0,2,0,0,1,5
C15167,12,4,1,0,1,1,4,3,3,10,6,0,6,1,0,2,1,6
C15168,12,1,3,3,2,0,6,3,1,10,10,10,7,0,5,6,0,6
C15169,12,3,3,3,0,0,5,3,2,10,10,10,0,0,0,6,0,7
C15170,12,1,1,1,0,0,3,3,1,2,1,1,0,0,0,1,0,5
C15171,12,1,1,0,1,0,3,1,1,10,2,0,2,0,0,1,0,5
C15172,12,2,3,3,1,3,3,4,1,10,3,1,2,5,1,1,2,5
C15173,12,3,1,0,1,3,4,2,3,10,1,0,1,5,0,1,3,7
C15174,12,4,1,1,0,4,5,3,2,10,1,1,0,1,0,1,1,6
C15175,7,1,1,0,1,0,3,1,1,9,9,0,8,0,0,2,0,8
C15177,12,3,0,0,0,3,3,3,1,10,0,0,0,5,1,0,2,4
C15178,12,2,0,0,0,3,5,3,1,10,0,0,0,1,0,0,1,5
C15179,8,1,3,1,3,0,3,3,1,9,9,4,8,0,10,3,0,5
C15180,12,3,1,0,1,3,5,4,1,10,5,0,5,7,2,2,3,8
C15181,12,1,4,4,2,0,5,4,1,10,10,10,10,0,10,7,0,6
C15182,12,2,0,0,0,2,3,3,1,9,0,0,0,1,2,0,1,7
C15183,12,1,1,0,1,0,4,0,0,10,2,0,2,0,0,1,0,4
C15184,12,3,1,0,1,3,3,3,5,10,8,0,7,3,1,5,3,6
C15185,12,3,3,3,0,0,4,2,1,10,5,5,0,0,0,3,0,6
C15186,12,3,3,3,2,0,3,3,1,10,10,7,8,0,0,7,0,6
C15187,12,3,0,0,0,4,3,3,2,10,0,0,0,3,0,0,2,8
C15188,12,1,3,3,1,0,5,3,1,10,8,8,5,0,3,5,0,6
C15189,12,3,0,0,0,1,3,1,1,10,0,0,0,2,0,0,1,5
C15190,12,2,5,5,3,0,6,5,1,10,10,10,10,0,10,8,0,6
C15191,12,1,3,0,3,0,3,3,1,10,10,0,10,0,7,3,0,8
C15192,11,3,1,1,0,0,5,2,1,10,10,10,0,0,0,3,0,5
C15193,12,1,3,2,3,0,5,3,1,10,10,5,10,0,6,7,0,6
C15194,12,3,1,1,0,1,3,1,1,10,3,3,0,8,0,1,3,6
C15195,7,3,1,1,1,3,3,2,2,10,6,5,2,9,0,1,2,6
C15196,12,5,5,5,1,0,5,3,4,10,10,10,10,0,0,7,0,6
C15197,6,1,1,0,1,0,3,1,1,10,10,0,9,0,10,2,0,6
C15198,12,1,1,0,1,0,3,3,1,10,10,0,10,0,3,3,0,6
C15199,12,2,1,1,0,1,3,1,1,10,1,1,0,4,0,1,1,6
C15200,12,1,1,0,1,1,4,3,1,10,10,0,10,1,6,3,1,5
C15201,12,4,1,1,0,5,4,5,3,10,3,3,0,5,2,1,2,8
C15202,11,1,1,0,1,0,3,2,1,5,6,0,5,0,2,2,0,6
C15203,12,5,0,0,0,6,6,3,3,10,0,0,0,5,0,0,2,5
C15204,12,3,0,0,0,1,3,2,2,10,0,0,0,3,0,0,1,6
C15206,12,1,1,1,1,0,3,1,1,10,10,2,10,0,0,3,0,5
C15207,12,1,3,0,3,0,3,3,1,10,10,0,10,0,10,5,0,8
C15208,12,1,3,3,1,0,1,3,1,10,10,10,1,0,10,5,0,5
C15209,12,1,0,0,0,3,2,3,1,10,0,0,0,2,2,0,1,6
C15210,8,1,2,2,0,0,3,1,1,4,3,3,0,0,10,1,0,7
C15211,12,4,0,0,0,4,5,2,3,10,0,0,0,5,0,0,4,6
C15212,12,3,0,0,0,4,4,4,2,7,0,0,0,3,2,0,3,6
C15213,12,1,1,0,1,0,4,1,1,10,10,0,10,0,0,5,0,6
C15214,12,1,3,3,0,0,4,2,1,10,5,5,0,0,0,2,0,6
C15215,12,1,2,1,1,0,2,1,1,10,6,4,2,0,2,2,0,5
C15216,12,1,1,1,0,0,4,1,1,6,1,1,0,0,0,1,0,6
C15217,12,1,1,0,1,0,4,3,1,10,10,0,10,0,3,4,0,4
C15218,12,3,3,2,1,0,6,5,2,7,9,1,9,0,2,3,0,7
C15219,12,1,2,1,2,0,4,2,1,9,9,1,8,0,5,3,0,4
C15220,12,1,0,0,0,3,3,5,1,2,0,0,0,1,10,0,1,4
C15221,12,1,3,3,2,0,5,3,1,10,10,10,10,0,10,5,0,8
C15222,12,3,0,0,0,3,3,1,6,10,0,0,0,4,0,0,3,5
C15223,12,1,3,1,2,0,2,1,1,10,10,3,10,0,4,5,0,5
C15224,12,1,1,0,1,0,3,1,1,8,8,0,8,0,4,2,0,5
C15225,10,1,1,1,0,0,3,3,0,2,1,1,0,0,0,1,0,5
C15226,12,3,0,0,0,4,5,3,1,10,0,0,0,5,0,0,2,5
C15227,12,1,1,1,0,0,5,3,1,10,5,5,0,0,2,3,0,6
C15228,12,3,0,0,0,2,3,1,1,10,0,0,0,1,0,0,1,6
C15229,12,3,5,3,5,0,5,5,1,10,9,6,9,0,3,7,0,4
C15230,12,3,3,3,0,0,4,3,1,10,8,8,0,0,0,3,0,5
C15232,12,2,4,4,1,3,4,4,1,10,7,6,2,4,2,6,2,4
C15233,12,3,4,1,4,0,5,4,1,10,10,6,10,0,0,7,0,3
C15234,12,3,2,0,2,1,3,3,3,10,5,0,5,1,0,2,1,7
C15235,12,1,3,3,1,0,3,4,1,10,8,7,5,0,8,4,0,5
C15236,12,3,0,0,0,1,3,1,2,10,0,0,0,5,0,0,1,6
C15237,12,1,3,0,3,1,3,3,1,10,9,0,8,1,7,2,1,7
C15239,12,3,4,3,3,2,3,3,1,10,10,10,6,3,0,6,1,4
C15240,12,1,2,0,2,0,5,3,1,10,10,0,10,0,1,3,0,6
C15241,12,1,0,0,0,3,3,1,1,5,0,0,0,1,0,0,1,6
C15242,12,3,0,0,0,1,3,1,5,10,0,0,0,2,0,0,1,6
C15243,11,2,2,1,1,0,4,1,1,10,8,2,6,0,0,4,0,5
C15244,12,1,1,1,0,0,6,1,1,2,1,1,0,0,0,1,0,6
C15245,12,1,1,1,0,0,3,1,1,2,1,1,0,0,0,1,0,6
C15246,12,4,1,1,0,5,5,5,3,10,1,1,0,3,1,1,5,5
C15247,12,3,0,0,0,1,3,1,1,10,0,0,0,3,0,0,1,6
C15248,12,1,1,0,1,0,3,1,1,4,3,0,2,0,2,1,0,6
C15249,12,2,1,0,1,0,5,3,1,10,3,0,3,0,0,1,0,6
C15250,12,3,3,3,0,0,3,2,2,10,6,6,0,0,0,5,0,6
C15251,12,3,3,3,1,4,5,3,2,10,4,2,1,1,1,1,2,6
C15252,12,0,0,0,0,1,3,5,0,0,0,0,0,1,0,0,1,5
C15253,11,2,2,1,1,0,3,1,1,10,8,7,1,0,0,6,0,4
C15254,12,2,1,1,1,0,3,2,1,10,5,2,2,0,0,1,0,7
C15255,12,1,3,0,3,0,4,3,1,10,10,0,10,0,10,5,0,6
C15256,12,5,3,1,3,3,5,4,5,10,10,2,8,3,0,8,1,5
C15257,12,2,1,0,1,0,2,1,2,10,2,0,2,0,0,1,0,5
C15258,12,1,1,0,1,0,3,1,1,7,1,0,1,0,0,1,0,7
C15259,12,1,1,0,1,0,5,2,1,2,1,0,1,0,4,1,0,7
C15260,12,1,1,1,0,0,3,2,1,10,5,5,0,0,1,2,0,7
C15261,12,3,2,1,2,4,3,4,2,10,8,2,6,10,1,4,7,5
C15262,12,1,1,0,1,0,3,1,1,2,1,0,1,0,0,1,0,5
C15263,12,3,3,0,3,4,5,3,2,10,10,0,9,3,0,4,1,7
C15264,12,1,1,1,1,0,3,1,1,10,5,1,4,0,2,2,0,4
C15265,12,3,3,3,2,0,4,3,2,10,9,5,8,0,0,5,0,5
C15266,12,3,0,0,0,3,4,2,2,10,0,0,0,1,0,0,1,5
C15267,12,2,1,0,1,0,3,1,1,10,1,0,1,0,0,1,0,7
C15268,12,4,0,0,0,3,4,3,3,10,0,0,0,5,0,0,2,5
C15269,11,3,0,0,0,2,3,1,1,10,0,0,0,1,0,0,1,4
C15270,12,1,1,1,0,0,3,1,1,8,1,1,0,0,0,1,0,5
C15271,12,3,0,0,0,2,3,2,2,10,0,0,0,2,0,0,1,8
C15272,12,1,2,0,2,0,3,2,1,10,10,0,10,0,5,3,0,5
C15273,12,1,3,2,2,0,4,3,1,10,10,10,3,0,8,5,0,4
C15274,12,3,4,4,2,0,5,4,1,10,10,8,7,0,0,6,0,5
C15275,12,3,2,2,1,0,3,2,1,10,5,5,2,0,0,3,0,4
C15276,12,1,1,0,1,0,2,1,1,8,7,0,7,0,0,2,0,4
C15277,12,5,1,1,1,3,5,3,3,10,3,1,2,5,0,1,4,6
C15278,12,1,2,0,2,0,4,2,1,10,10,0,10,0,8,4,0,7
C15279,12,3,0,0,0,5,5,3,2,10,0,0,0,9,0,0,4,8
C15280,12,3,3,1,3,0,5,5,2,10,10,2,10,0,0,7,0,5
C15281,12,1,4,3,3,0,5,4,1,10,10,10,8,0,9,7,0,6
C15282,12,3,3,3,2,1,3,3,1,10,10,6,10,1,1,6,1,4
C15283,12,0,1,0,1,0,4,1,0,0,4,0,4,0,0,1,0,6
C15284,12,5,1,1,0,5,5,5,3,10,1,1,0,6,1,1,6,6
C15285,12,4,1,1,1,3,5,3,3,10,5,1,3,5,0,2,2,6
C15286,12,3,0,0,0,3,4,4,2,9,0,0,0,3,2,0,1,4
C15287,12,3,2,0,2,1,3,2,2,10,7,0,6,1,0,4,1,7
C15288,12,1,2,1,1,0,4,2,1,10,7,5,3,0,4,3,0,7
C15289,12,3,1,1,0,3,3,3,2,10,1,1,0,3,0,1,2,6
C15290,12,3,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,6
C15291,12,3,1,1,0,3,3,1,1,10,1,1,0,4,0,1,1,7
C15292,12,2,1,0,1,0,3,3,1,6,4,0,4,0,0,2,0,5
